Source,Target,duracion,explicito,visitas,fecha_publicacion
223,536,224,False,5763238,2021/10/19,Tamo en Hoja
223,627,224,False,5763238,2021/10/19,Tamo en Hoja
223,628,197,False,1176409,2022/03/17,GALAPIN
223,226,197,False,1176409,2022/03/17,GALAPIN
312,318,169,False,862975,2021/09/06,Eo Eo
313,629,179,False,2122886,2021/08/05,Sin Placa
223,311,238,False,5373159,2022/01/11,Tontoron Tonton
223,226,238,False,5373159,2022/01/11,Tontoron Tonton
227,209,181,False,12503160,2021/04/23,Se Me Nota (Agarrame) (Prod. by B-One)
223,226,172,True,7881046,2021/03/30,Arrebatao
223,317,184,False,1317793,2021/12/22,Mamiferos
223,226,248,False,3511419,2021/05/25,"Acuetate (feat. Yomel el Meloso, Haraca Kiko, Capitan Aloo & El Fother)"
223,237,248,False,3511419,2021/05/25,"Acuetate (feat. Yomel el Meloso, Haraca Kiko, Capitan Aloo & El Fother)"
314,224,234,False,1779094,2021/04/22,Decomputao
223,630,219,True,43313403,2021/04/07,La Mamá de la Mamá (feat. El Cherry Scom)
223,226,219,True,43313403,2021/04/07,La Mamá de la Mamá (feat. El Cherry Scom)
315,227,232,False,34586939,2021/08/19,Loco
315,378,232,False,34586939,2021/08/19,Loco
316,631,163,False,301452,2021/05/27,Picante
316,311,163,False,301452,2021/05/27,Picante
7,360,225,True,140181469,2021/12/09,Desesperados
311,632,126,True,1134780,2022/01/17,Necio
223,226,174,True,32921071,2022/04/07,Gogo Dance
317,633,162,False,613837,2021/10/25,Piki Pau
317,241,162,False,613837,2021/10/25,Piki Pau
311,317,189,True,1900877,2022/05/10,Ahi Si Si Si
30,360,179,True,271235482,2022/05/05,Me Porto Bonito
318,311,143,False,389696,2021/12/15,Kaly Pool Party
